Gene_Name,ENSEMBLID,Name_HUMAN,Drug_Name,Affinity,Class
ERBB3,ENSP00000267101,ERBB3_HUMAN,dasatinib,7.744727495,2
SYK,ENSP00000364907,KSYK_HUMAN,staurosporine,7.744559819,2
NUAK1,ENSP00000261402,NUAK1_HUMAN,sunitinib,7.737781085,2
KIT,ENSP00000288135,KIT_HUMAN,dovitinib,7.727361584,2
CASK,ENSP00000367408,CSKP_HUMAN,staurosporine,7.721246399,2
DDR1,ENSP00000427552,DDR1_HUMAN,staurosporine,7.721246399,2
KDR,ENSP00000263923,VGFR2_HUMAN,sorafenib,7.721215742999999,2
FYN,ENSP00000346671,FYN_HUMAN,staurosporine,7.715237956,2
AURKC,ENSP00000302898,AURKC_HUMAN,staurosporine,7.714375164,2
RIPK1,ENSP00000259808,RIPK1_HUMAN,tozasertib,7.698970003999999,2
SRC,ENSP00000362680,SRC_HUMAN,foretinib,7.698970003999999,2
CDK2,ENSP00000266970,CDK2_HUMAN,staurosporine,7.697133761,2
FGR,ENSP00000363117,FGR_HUMAN,bosutinib,7.694251368,2
AAK1,ENSP00000386456,AAK1_HUMAN,sunitinib,7.690469648,2
PRKCQ,ENSP00000263125,KPCT_HUMAN,staurosporine,7.688003902999999,2
MAP4K3,ENSP00000263881,M4K3_HUMAN,bosutinib,7.684075269,2
BLK,ENSP00000259089,BLK_HUMAN,bosutinib,7.68252373,2
PASK,ENSP00000351475,PASK_HUMAN,staurosporine,7.682471049,2
AURKA,ENSP00000216911,AURKA_HUMAN,axitinib,7.680685607000001,2
STK10,ENSP00000176763,STK10_HUMAN,crizotinib,7.678056406,2
ERN1,ENSP00000401445,ERN1_HUMAN,staurosporine,7.677780705,2
TNK1,ENSP00000459799,TNK1_HUMAN,foretinib,7.677780705,2
RIPK2,ENSP00000220751,RIPK2_HUMAN,foretinib,7.677780705,2
STK25,ENSP00000325748,STK25_HUMAN,staurosporine,7.673870846,2
STK10,ENSP00000176763,STK10_HUMAN,cediranib,7.673813634,2
SRC,ENSP00000362680,SRC_HUMAN,bosutinib,7.672224844,2
HIPK4,ENSP00000291823,HIPK4_HUMAN,sorafenib,7.671304792999999,2
MAP2K2,ENSP00000262948,MP2K2_HUMAN,bosutinib,7.670587687999999,2
ROS1,ENSP00000357494,ROS1_HUMAN,crizotinib,7.670509875,2
PDGFRB,ENSP00000261799,PGFRB_HUMAN,sorafenib,7.662853706,2
CAMK1G,ENSP00000009105,KCC1G_HUMAN,staurosporine,7.662842239,2
STK4,ENSP00000361892,STK4_HUMAN,sunitinib,7.660436755,2
SRPK1,ENSP00000362931,SRPK1_HUMAN,staurosporine,7.658886795,2
MAP3K12,ENSP00000448689,M3K12_HUMAN,foretinib,7.657577319,2
MERTK,ENSP00000295408,MERTK_HUMAN,sunitinib,7.6563989989999985,2
IRAK1,ENSP00000358997,IRAK1_HUMAN,crizotinib,7.654684704,2
FLT1,ENSP00000282397,VGFR1_HUMAN,staurosporine,7.650281023,2
STK10,ENSP00000176763,STK10_HUMAN,bosutinib,7.648290915,2
SLK,ENSP00000358770,SLK_HUMAN,crizotinib,7.647754329,2
STK17B,ENSP00000263955,ST17B_HUMAN,staurosporine,7.646862688,2
FGFR2,ENSP00000410294,FGFR2_HUMAN,axitinib,7.645705539,2
ABL2,ENSP00000427562,ABL2_HUMAN,axitinib,7.644595242,2
PHKG2,ENSP00000455607,PHKG2_HUMAN,sunitinib,7.642086367,2
EPHA8,ENSP00000166244,EPHA8_HUMAN,bosutinib,7.638340952,2
MYLK3,ENSP00000378288,MYLK3_HUMAN,sunitinib,7.638272164,2
MAP3K2,ENSP00000387246,M3K2_HUMAN,staurosporine,7.637761211,2
HCK,ENSP00000444986,HCK_HUMAN,staurosporine,7.636467047999999,2
LCK,ENSP00000337825,LCK_HUMAN,tivozanib,7.625121589,2
EPHA6,ENSP00000374323,EPHA6_HUMAN,cediranib,7.623564287000001,2
TNIK,ENSP00000399511,TNIK_HUMAN,dovitinib,7.619788757999999,2
CDK1,ENSP00000378699,CDK1_HUMAN,bosutinib,7.619788757999999,2
CDK16,ENSP00000276052,CDK16_HUMAN,staurosporine,7.613879169,2
ITK,ENSP00000398655,ITK_HUMAN,sunitinib,7.611714908,2
FGFR2,ENSP00000410294,FGFR2_HUMAN,staurosporine,7.609285977000001,2
FGFR1,ENSP00000393312,FGFR1_HUMAN,staurosporine,7.602680357,2
PRKCD,ENSP00000378217,KPCD_HUMAN,enzastaurin,7.602059991,2
DDR2,ENSP00000356899,DDR2_HUMAN,saracatinib,7.602059991,2
DDR1,ENSP00000427552,DDR1_HUMAN,vemurafenib,7.600972896,2
SGK2,ENSP00000340608,SGK2_HUMAN,staurosporine,7.59980323,2
ABL2,ENSP00000427562,ABL2_HUMAN,nilotinib,7.58904393,2
STK35,ENSP00000370891,STK35_HUMAN,brivanib,7.585026652000001,2
CDK8,ENSP00000370938,CDK8_HUMAN,linifanib,7.581174265,2
CLK1,ENSP00000394734,CLK1_HUMAN,staurosporine,7.576928835,2
PDGFRB,ENSP00000261799,PGFRB_HUMAN,cediranib,7.57128193,2
MAP3K2,ENSP00000387246,M3K2_HUMAN,crizotinib,7.571116496,2
ALK,ENSP00000373700,ALK_HUMAN,crizotinib,7.568967936,2
TLK1,ENSP00000411099,TLK1_HUMAN,staurosporine,7.5686362360000015,2
ABL2,ENSP00000427562,ABL2_HUMAN,foretinib,7.5686362360000015,2
CLK1,ENSP00000394734,CLK1_HUMAN,sunitinib,7.56122084,2
SRC,ENSP00000362680,SRC_HUMAN,staurosporine,7.56064298,2
MERTK,ENSP00000295408,MERTK_HUMAN,crizotinib,7.556130447999999,2
ZAP70,ENSP00000264972,ZAP70_HUMAN,staurosporine,7.555899161,2
MAP4K2,ENSP00000294066,M4K2_HUMAN,bosutinib,7.553617925,2
FLT4,ENSP00000261937,VGFR3_HUMAN,sorafenib,7.553482739,2
DDR1,ENSP00000427552,DDR1_HUMAN,tozasertib,7.552841969,2
EPHB6,ENSP00000481994,EPHB6_HUMAN,tozasertib,7.552841969,2
MAK,ENSP00000346484,MAK_HUMAN,alvocidib,7.552841969,2
AKT2,ENSP00000375892,AKT2_HUMAN,staurosporine,7.551731277000001,2
LYN,ENSP00000428924,LYN_HUMAN,staurosporine,7.549587394,2
RET,ENSP00000347942,RET_HUMAN,dovitinib,7.549553222999999,2
TEC,ENSP00000370912,TEC_HUMAN,dasatinib,7.547708084,2
DDR2,ENSP00000356899,DDR2_HUMAN,sorafenib,7.544313011,2
FLT3,ENSP00000241453,FLT3_HUMAN,tozasertib,7.538767409,2
PRKACB,ENSP00000359719,KAPCB_HUMAN,staurosporine,7.537602002000001,2
CHEK2,ENSP00000372023,CHK2_HUMAN,sunitinib,7.535547108999999,2
LYN,ENSP00000428924,LYN_HUMAN,bosutinib,7.535436297,2
FGFR3,ENSP00000339824,FGFR3_HUMAN,staurosporine,7.534479742999999,2
CAMK1,ENSP00000256460,KCC1A_HUMAN,staurosporine,7.532372532,2
BTK,ENSP00000483570,BTK_HUMAN,bosutinib,7.53214616,2
FGFR1,ENSP00000393312,FGFR1_HUMAN,cediranib,7.530953142,2
TNK1,ENSP00000459799,TNK1_HUMAN,axitinib,7.526306255,2
DDR2,ENSP00000356899,DDR2_HUMAN,staurosporine,7.52307539,2
CDK3,ENSP00000410561,CDK3_HUMAN,staurosporine,7.522878745,2
SIK1,ENSP00000270162,SIK1_HUMAN,bosutinib,7.522878745,2
FLT4,ENSP00000261937,VGFR3_HUMAN,sunitinib,7.518293432,2
LCK,ENSP00000337825,LCK_HUMAN,vandetanib,7.51645077,2
ABL1,ENSP00000361423,ABL1_HUMAN,tozasertib,7.515526689,2
EPHA2,ENSP00000351209,EPHA2_HUMAN,bosutinib,7.510205977000001,2
CDK14,ENSP00000369390,CDK14_HUMAN,foretinib,7.508638306,2
RET,ENSP00000347942,RET_HUMAN,vandetanib,7.506428496,2
GAK,ENSP00000314499,GAK_HUMAN,sunitinib,7.504432192,2
TNIK,ENSP00000399511,TNIK_HUMAN,sunitinib,7.500808032,2
EPHB4,ENSP00000350896,EPHB4_HUMAN,bosutinib,7.500631819,2
EPHA8,ENSP00000166244,EPHA8_HUMAN,tivozanib,7.495635195,2
CDK15,ENSP00000406472,CDK15_HUMAN,foretinib,7.494850022,2
MAP2K5,ENSP00000178640,MP2K5_HUMAN,dovitinib,7.494850022,2
SLK,ENSP00000358770,SLK_HUMAN,cediranib,7.494424885,2
DMPK,ENSP00000345997,DMPK_HUMAN,staurosporine,7.493689406,2
DSTYK,ENSP00000356130,DUSTY_HUMAN,staurosporine,7.488697187,2
STK38,ENSP00000229812,STK38_HUMAN,staurosporine,7.488248441,2
STK33,ENSP00000416750,STK33_HUMAN,sunitinib,7.485135848,2
AURKC,ENSP00000302898,AURKC_HUMAN,axitinib,7.483541906,2
EPHB6,ENSP00000481994,EPHB6_HUMAN,linifanib,7.48148606,2
TESK1,ENSP00000481045,TESK1_HUMAN,dasatinib,7.48148606,2
EGFR,ENSP00000275493,EGFR_HUMAN,bosutinib,7.476367214,2
AKT3,ENSP00000263826,AKT3_HUMAN,staurosporine,7.469166868999999,2
YES1,ENSP00000462468,YES_HUMAN,staurosporine,7.462499556,2
DDR2,ENSP00000356899,DDR2_HUMAN,imatinib,7.459729168,2
CSF1R,ENSP00000286301,CSF1R_HUMAN,axitinib,7.457023117,2
RIOK1,ENSP00000369162,RIOK1_HUMAN,sunitinib,7.4559319560000015,2
MAPK15,ENSP00000337691,MK15_HUMAN,staurosporine,7.4559319560000015,2
ABL1,ENSP00000361423,ABL1_HUMAN,saracatinib,7.454258372000001,2
AXL,ENSP00000301178,UFO_HUMAN,crizotinib,7.45298317,2
IRAK1,ENSP00000358997,IRAK1_HUMAN,staurosporine,7.452417223999999,2
AURKC,ENSP00000302898,AURKC_HUMAN,barasertib,7.447608688,2
PRKD2,ENSP00000393978,KPCD2_HUMAN,staurosporine,7.445499815,2
PRKCQ,ENSP00000263125,KPCT_HUMAN,enzastaurin,7.443697499,2
PLK4,ENSP00000270861,PLK4_HUMAN,crizotinib,7.440128081,2
FLT3,ENSP00000241453,FLT3_HUMAN,sorafenib,7.436595552000001,2
EPHA3,ENSP00000337451,EPHA3_HUMAN,bosutinib,7.435880075,2
SIK2,ENSP00000305976,SIK2_HUMAN,bosutinib,7.433672931,2
FER,ENSP00000281092,FER_HUMAN,foretinib,7.431798276,2
CDC42BPG,ENSP00000345133,MRCKG_HUMAN,staurosporine,7.431798276,2
ULK1,ENSP00000324560,ULK1_HUMAN,sunitinib,7.429590265,2
MKNK2,ENSP00000250896,MKNK2_HUMAN,staurosporine,7.426441164,2
CDK13,ENSP00000181839,CDK13_HUMAN,linifanib,7.420216402999999,2
ULK2,ENSP00000378914,ULK2_HUMAN,sunitinib,7.414567523,2
MYLK2,ENSP00000365162,MYLK2_HUMAN,tozasertib,7.412859288,2
AURKC,ENSP00000302898,AURKC_HUMAN,tozasertib,7.409538389,2
MAP4K5,ENSP00000013125,M4K5_HUMAN,sunitinib,7.408140353999999,2
STK38L,ENSP00000373684,ST38L_HUMAN,staurosporine,7.406397737000001,2
YES1,ENSP00000462468,YES_HUMAN,sunitinib,7.404843227000001,2
EPHA3,ENSP00000337451,EPHA3_HUMAN,staurosporine,7.401524457000001,2
YES1,ENSP00000462468,YES_HUMAN,bosutinib,7.398989908,2
FGR,ENSP00000363117,FGR_HUMAN,foretinib,7.397940009,2
MAST1,ENSP00000251472,MAST1_HUMAN,dovitinib,7.397940009,2
EPHA6,ENSP00000374323,EPHA6_HUMAN,vandetanib,7.390324465,2
IRAK3,ENSP00000261233,IRAK3_HUMAN,staurosporine,7.390017768,2
NTRK1,ENSP00000431418,NTRK1_HUMAN,sunitinib,7.388810128999999,2
MAP3K2,ENSP00000387246,M3K2_HUMAN,ruxolitinib,7.387216143,2
TYRO3,ENSP00000263798,TYRO3_HUMAN,staurosporine,7.3871063160000014,2
FLT1,ENSP00000282397,VGFR1_HUMAN,linifanib,7.382949159,2
TYRO3,ENSP00000263798,TYRO3_HUMAN,sunitinib,7.380482042000001,2
LATS1,ENSP00000437550,LATS1_HUMAN,staurosporine,7.37675071,2
ABL1,ENSP00000361423,ABL1_HUMAN,crizotinib,7.372922739,2
EPHB1,ENSP00000381097,EPHB1_HUMAN,crizotinib,7.372037782,2
HIPK3,ENSP00000304226,HIPK3_HUMAN,foretinib,7.366531544,2
AURKB,ENSP00000313950,AURKB_HUMAN,foretinib,7.366531544,2
INSRR,ENSP00000357178,INSRR_HUMAN,staurosporine,7.361363662,2
LRRK2,ENSP00000298910,LRRK2_HUMAN,sunitinib,7.360676146,2
MAP4K1,ENSP00000465039,M4K1_HUMAN,dovitinib,7.356547324,2
MAP4K1,ENSP00000465039,M4K1_HUMAN,foretinib,7.356547324,2
PDGFRB,ENSP00000261799,PGFRB_HUMAN,tivozanib,7.35620465,2
STK10,ENSP00000176763,STK10_HUMAN,erlotinib,7.354482767,2
MUSK,ENSP00000363571,MUSK_HUMAN,staurosporine,7.352545194,2
PDGFRB,ENSP00000261799,PGFRB_HUMAN,imatinib,7.350550684,2
LCK,ENSP00000337825,LCK_HUMAN,crizotinib,7.34836852,2
PTK6,ENSP00000442460,PTK6_HUMAN,saracatinib,7.347487397,2
MYLK2,ENSP00000365162,MYLK2_HUMAN,staurosporine,7.346661768,2
PDGFRA,ENSP00000257290,PGFRA_HUMAN,vemurafenib,7.344828751,2
MYLK4,ENSP00000274643,MYLK4_HUMAN,vemurafenib,7.344828751,2
MAP4K4,ENSP00000343658,M4K4_HUMAN,sunitinib,7.33914947,2
PRKCH,ENSP00000329127,KPCL_HUMAN,enzastaurin,7.337242167999999,2
ABL2,ENSP00000427562,ABL2_HUMAN,imatinib,7.329858176,2
MAP3K3,ENSP00000354927,M3K3_HUMAN,crizotinib,7.32835393,2
CDKL2,ENSP00000412365,CDKL2_HUMAN,sorafenib,7.323313172000001,2
YES1,ENSP00000462468,YES_HUMAN,foretinib,7.318758763,2
CDKL2,ENSP00000412365,CDKL2_HUMAN,tozasertib,7.30980392,2
MAP2K5,ENSP00000178640,MP2K5_HUMAN,vandetanib,7.30980392,2
RIOK2,ENSP00000283109,RIOK2_HUMAN,sunitinib,7.30980392,2
MYLK2,ENSP00000365162,MYLK2_HUMAN,sunitinib,7.309169966,2
CAMKK1,ENSP00000158166,KKCC1_HUMAN,alvocidib,7.308664072000001,2
TNK1,ENSP00000459799,TNK1_HUMAN,tozasertib,7.307997594,2
CSF1R,ENSP00000286301,CSF1R_HUMAN,imatinib,7.305447357999999,2
ERBB4,ENSP00000342235,ERBB4_HUMAN,dasatinib,7.303598804,2
STK39,ENSP00000348278,STK39_HUMAN,staurosporine,7.301724815,2
NTRK1,ENSP00000431418,NTRK1_HUMAN,tozasertib,7.299238502000001,2
FGFR3,ENSP00000339824,FGFR3_HUMAN,axitinib,7.293920705,2
FRK,ENSP00000476145,FRK_HUMAN,staurosporine,7.292715327000001,2
HCK,ENSP00000444986,HCK_HUMAN,bosutinib,7.292099202,2
CLK4,ENSP00000316948,CLK4_HUMAN,sunitinib,7.291555239,2
DDR2,ENSP00000356899,DDR2_HUMAN,cediranib,7.2874785000000015,2
KIT,ENSP00000288135,KIT_HUMAN,sorafenib,7.285985991,2
PDGFRA,ENSP00000257290,PGFRA_HUMAN,barasertib,7.284742075,2
ROCK2,ENSP00000317985,ROCK2_HUMAN,ruxolitinib,7.283996656,2
MAP3K5,ENSP00000351908,M3K5_HUMAN,staurosporine,7.283393039,2
PTK2,ENSP00000341189,FAK1_HUMAN,staurosporine,7.281263406,2
RAF1,ENSP00000251849,RAF1_HUMAN,sorafenib,7.280660189,2
MYO3B,ENSP00000386213,MYO3B_HUMAN,staurosporine,7.278471107,2
FRK,ENSP00000476145,FRK_HUMAN,bosutinib,7.27820964,2
BMPR1B,ENSP00000401907,BMR1B_HUMAN,dasatinib,7.27572413,2
INSRR,ENSP00000357178,INSRR_HUMAN,foretinib,7.27572413,2
KIT,ENSP00000288135,KIT_HUMAN,linifanib,7.273197507999999,2
AURKB,ENSP00000313950,AURKB_HUMAN,crizotinib,7.273043102999999,2
CLK2,ENSP00000357345,CLK2_HUMAN,sunitinib,7.272893632000001,2
EPHA5,ENSP00000480763,EPHA5_HUMAN,staurosporine,7.2726945889999985,2
RIPK2,ENSP00000220751,RIPK2_HUMAN,dasatinib,7.269974542999999,2
PTK6,ENSP00000442460,PTK6_HUMAN,cediranib,7.268262689,2
ITK,ENSP00000398655,ITK_HUMAN,staurosporine,7.26811535,2
BMP2K,ENSP00000334836,BMP2K_HUMAN,dovitinib,7.26760624,2
MAPK13,ENSP00000211287,MK13_HUMAN,foretinib,7.26760624,2
KIT,ENSP00000288135,KIT_HUMAN,staurosporine,7.267112316,2
MAP2K5,ENSP00000178640,MP2K5_HUMAN,dasatinib,7.266536547,2
BLK,ENSP00000259089,BLK_HUMAN,sunitinib,7.265759302999999,2
IRAK3,ENSP00000261233,IRAK3_HUMAN,crizotinib,7.26338459,2
TNNI3K,ENSP00000322251,TNI3K_HUMAN,alvocidib,7.259637311,2
ERBB4,ENSP00000342235,ERBB4_HUMAN,lapatinib,7.258695648,2
TNK2,ENSP00000371341,ACK1_HUMAN,bosutinib,7.258198558999998,2
PDGFRA,ENSP00000257290,PGFRA_HUMAN,imatinib,7.25492547,2
AURKB,ENSP00000313950,AURKB_HUMAN,tivozanib,7.252642837000001,2
STK35,ENSP00000370891,STK35_HUMAN,vandetanib,7.251811973,2
FLT4,ENSP00000261937,VGFR3_HUMAN,brivanib,7.251811973,2
MAPK11,ENSP00000333685,MK11_HUMAN,nilotinib,7.244283608,2
CHEK2,ENSP00000372023,CHK2_HUMAN,foretinib,7.244125144,2
CDK11A,ENSP00000384442,CD11A_HUMAN,alvocidib,7.244125144,2
EPHA4,ENSP00000281821,EPHA4_HUMAN,bosutinib,7.23878047,2
MINK1,ENSP00000347427,MINK1_HUMAN,sunitinib,7.237934162999999,2
SLK,ENSP00000358770,SLK_HUMAN,bosutinib,7.236834113,2
DDR1,ENSP00000427552,DDR1_HUMAN,linifanib,7.236572006,2
MAP2K2,ENSP00000262948,MP2K2_HUMAN,staurosporine,7.236280977000001,2
FLT1,ENSP00000282397,VGFR1_HUMAN,sorafenib,7.233556617,2
SRC,ENSP00000362680,SRC_HUMAN,tivozanib,7.22691193,2
FGFR1,ENSP00000393312,FGFR1_HUMAN,axitinib,7.2241659239999985,2
HIPK4,ENSP00000291823,HIPK4_HUMAN,linifanib,7.2181060860000015,2
NTRK2,ENSP00000277120,NTRK2_HUMAN,crizotinib,7.209622942,2
FYN,ENSP00000346671,FYN_HUMAN,axitinib,7.203938687000001,2
VRK2,ENSP00000408002,VRK2_HUMAN,alvocidib,7.200659451,2
FGFR2,ENSP00000410294,FGFR2_HUMAN,brivanib,7.200550056,2
EPHB6,ENSP00000481994,EPHB6_HUMAN,barasertib,7.19722584,2
ALK,ENSP00000373700,ALK_HUMAN,sunitinib,7.1966377370000005,2
MAP4K1,ENSP00000465039,M4K1_HUMAN,tozasertib,7.194729361,2
MYLK2,ENSP00000365162,MYLK2_HUMAN,dovitinib,7.191443378,2
MAP4K5,ENSP00000013125,M4K5_HUMAN,dasatinib,7.190411915,2
FGFR1,ENSP00000393312,FGFR1_HUMAN,tivozanib,7.187923218,2
TIE1,ENSP00000361554,TIE1_HUMAN,staurosporine,7.187086643,2
CDC42BPA,ENSP00000355731,MRCKA_HUMAN,torin1,7.184254515,2
LCK,ENSP00000337825,LCK_HUMAN,tozasertib,7.183994134,2
MAP4K4,ENSP00000343658,M4K4_HUMAN,dovitinib,7.176987313,2
TNIK,ENSP00000399511,TNIK_HUMAN,bosutinib,7.175137907000001,2
DCLK3,ENSP00000394484,DCLK3_HUMAN,staurosporine,7.1724804220000005,2
EPHA6,ENSP00000374323,EPHA6_HUMAN,crizotinib,7.169468926,2
PDGFRB,ENSP00000261799,PGFRB_HUMAN,barasertib,7.168241945,2
DCLK1,ENSP00000255448,DCLK1_HUMAN,ruxolitinib,7.167491087,2
GSK3B,ENSP00000324806,GSK3B_HUMAN,staurosporine,7.16657104,2
GSK3A,ENSP00000222330,GSK3A_HUMAN,staurosporine,7.16524089,2
ITK,ENSP00000398655,ITK_HUMAN,foretinib,7.161150909,2
ALK,ENSP00000373700,ALK_HUMAN,foretinib,7.161150909,2
CSF1R,ENSP00000286301,CSF1R_HUMAN,nilotinib,7.16022083,2
PRKAA2,ENSP00000360290,AAPK2_HUMAN,sunitinib,7.158514495,2
KDR,ENSP00000263923,VGFR2_HUMAN,staurosporine,7.158399219,2
MAP2K4,ENSP00000410402,MP2K4_HUMAN,staurosporine,7.15490196,2
FLT3,ENSP00000241453,FLT3_HUMAN,barasertib,7.15233574,2
NUAK1,ENSP00000261402,NUAK1_HUMAN,crizotinib,7.151851207999999,2
EPHB2,ENSP00000363763,EPHB2_HUMAN,nilotinib,7.149144209,2
MAP4K5,ENSP00000013125,M4K5_HUMAN,tozasertib,7.148852287,2
AURKC,ENSP00000302898,AURKC_HUMAN,linifanib,7.148741651,2
NTRK3,ENSP00000354207,NTRK3_HUMAN,axitinib,7.147977975,2
BMX,ENSP00000350224,BMX_HUMAN,axitinib,7.1471141010000006,2
MAPK7,ENSP00000311005,MK07_HUMAN,crizotinib,7.1459976560000005,2
PRKAA1,ENSP00000346148,AAPK1_HUMAN,sunitinib,7.1434846589999985,2
DAPK1,ENSP00000386135,DAPK1_HUMAN,ruxolitinib,7.1426675039999985,2
MKNK1,ENSP00000361014,MKNK1_HUMAN,foretinib,7.1426675039999985,2
MAP4K5,ENSP00000013125,M4K5_HUMAN,crizotinib,7.140192682,2
FYN,ENSP00000346671,FYN_HUMAN,tivozanib,7.137194397999999,2
MAPK15,ENSP00000337691,MK15_HUMAN,foretinib,7.13667714,2
PTK2,ENSP00000341189,FAK1_HUMAN,crizotinib,7.1357246,2
MST1R,ENSP00000296474,RON_HUMAN,crizotinib,7.134000964,2
MAP4K2,ENSP00000294066,M4K2_HUMAN,crizotinib,7.1318151689999985,2
CDK11A,ENSP00000384442,CD11A_HUMAN,linifanib,7.13076828,2
GAK,ENSP00000314499,GAK_HUMAN,staurosporine,7.130475453,2
INSR,ENSP00000303830,INSR_HUMAN,staurosporine,7.129935367000001,2
EPHA8,ENSP00000166244,EPHA8_HUMAN,crizotinib,7.125471257,2
PTK6,ENSP00000442460,PTK6_HUMAN,vemurafenib,7.121669252,2
MAP2K5,ENSP00000178640,MP2K5_HUMAN,staurosporine,7.121567888,2
PTK6,ENSP00000442460,PTK6_HUMAN,vandetanib,7.1197814039999985,2
MAPK15,ENSP00000337691,MK15_HUMAN,enzastaurin,7.119186407999999,2
BTK,ENSP00000483570,BTK_HUMAN,foretinib,7.119186407999999,2
RIOK3,ENSP00000341874,RIOK3_HUMAN,staurosporine,7.119186407999999,2
EPHB6,ENSP00000481994,EPHB6_HUMAN,vandetanib,7.119186407999999,2
SLK,ENSP00000358770,SLK_HUMAN,erlotinib,7.11382458,2
DYRK1A,ENSP00000381932,DYR1A_HUMAN,alvocidib,7.113509275,2
EPHA1,ENSP00000275815,EPHA1_HUMAN,staurosporine,7.113384488,2
GRK5,ENSP00000376609,GRK5_HUMAN,staurosporine,7.112322832,2
PTK2B,ENSP00000380638,FAK2_HUMAN,sunitinib,7.108966801,2
ABL1,ENSP00000361423,ABL1_HUMAN,vandetanib,7.104687321,2
GRK4,ENSP00000381129,GRK4_HUMAN,staurosporine,7.104085558,2
ANKK1,ENSP00000306678,ANKK1_HUMAN,dovitinib,7.102372909,2
CSF1R,ENSP00000286301,CSF1R_HUMAN,dovitinib,7.101813942000001,2
CASK,ENSP00000367408,CSKP_HUMAN,crizotinib,7.0993503570000005,2
MAPK14,ENSP00000229795,MK14_HUMAN,dasatinib,7.097513014,2
MYLK4,ENSP00000274643,MYLK4_HUMAN,dovitinib,7.096910013,2
PRKCH,ENSP00000329127,KPCL_HUMAN,axitinib,7.096183999,2
EPHA7,ENSP00000358309,EPHA7_HUMAN,tivozanib,7.095305899,2
BMP2K,ENSP00000334836,BMP2K_HUMAN,tozasertib,7.0942060310000015,2
CDK11A,ENSP00000384442,CD11A_HUMAN,vemurafenib,7.093421685,2
KDR,ENSP00000263923,VGFR2_HUMAN,dovitinib,7.093260337,2
CSF1R,ENSP00000286301,CSF1R_HUMAN,sorafenib,7.089424532000001,2
STK10,ENSP00000176763,STK10_HUMAN,sunitinib,7.0874411770000005,2
HIPK2,ENSP00000385571,HIPK2_HUMAN,sunitinib,7.086844077,2
LCK,ENSP00000337825,LCK_HUMAN,nilotinib,7.086570097,2
INSR,ENSP00000303830,INSR_HUMAN,crizotinib,7.083310814,2
SLK,ENSP00000358770,SLK_HUMAN,sunitinib,7.081630569,2
RET,ENSP00000347942,RET_HUMAN,axitinib,7.08018068,2
MUSK,ENSP00000363571,MUSK_HUMAN,crizotinib,7.079923034,2
FRK,ENSP00000476145,FRK_HUMAN,axitinib,7.0767590139999985,2
DYRK1B,ENSP00000469863,DYR1B_HUMAN,alvocidib,7.075720714,2
ULK1,ENSP00000324560,ULK1_HUMAN,dovitinib,7.075553713,2
ABL2,ENSP00000427562,ABL2_HUMAN,vandetanib,7.0743535,2
RET,ENSP00000347942,RET_HUMAN,barasertib,7.073440732000001,2
SRC,ENSP00000362680,SRC_HUMAN,vandetanib,7.0717756320000005,2
EPHB3,ENSP00000332118,EPHB3_HUMAN,foretinib,7.070581074,2
NTRK2,ENSP00000277120,NTRK2_HUMAN,tivozanib,7.069872096,2
EPHA8,ENSP00000166244,EPHA8_HUMAN,nilotinib,7.067217538,2
HIPK4,ENSP00000291823,HIPK4_HUMAN,tivozanib,7.066512712000001,2
GRK6,ENSP00000433511,GRK6_HUMAN,staurosporine,7.063301234,2
CDK11A,ENSP00000384442,CD11A_HUMAN,foretinib,7.060480747000001,2
STK4,ENSP00000361892,STK4_HUMAN,bosutinib,7.059732499,2
CDK11A,ENSP00000384442,CD11A_HUMAN,crizotinib,7.059375948,2
MAP2K7,ENSP00000381070,MP2K7_HUMAN,staurosporine,7.055772445,2
ERBB4,ENSP00000342235,ERBB4_HUMAN,axitinib,7.0555732,2
FYN,ENSP00000346671,FYN_HUMAN,foretinib,7.055517328,2
DYRK3,ENSP00000356076,DYRK3_HUMAN,staurosporine,7.055190122000001,2
FLT3,ENSP00000241453,FLT3_HUMAN,axitinib,7.053541437000001,2
FER,ENSP00000281092,FER_HUMAN,axitinib,7.0522868060000015,2
LCK,ENSP00000337825,LCK_HUMAN,dovitinib,7.051665701,2
ABL2,ENSP00000427562,ABL2_HUMAN,staurosporine,7.051126667999999,2
CSF1R,ENSP00000286301,CSF1R_HUMAN,cediranib,7.0503062660000015,2
BLK,ENSP00000259089,BLK_HUMAN,dovitinib,7.0493073389999985,2
EPHA5,ENSP00000480763,EPHA5_HUMAN,bosutinib,7.04908695,2
MAP2K2,ENSP00000262948,MP2K2_HUMAN,sunitinib,7.048657348,2
NEK1,ENSP00000424757,NEK1_HUMAN,bosutinib,7.0484684610000015,2
CSNK1D,ENSP00000324464,KC1D_HUMAN,sunitinib,7.047918083,2
CAMK4,ENSP00000282356,KCC4_HUMAN,staurosporine,7.045960376,2
SNRK,ENSP00000296088,SNRK_HUMAN,staurosporine,7.045757491,2
CAMK2D,ENSP00000339740,KCC2D_HUMAN,ruxolitinib,7.045757491,2
EPHA6,ENSP00000374323,EPHA6_HUMAN,staurosporine,7.045131838,2
FYN,ENSP00000346671,FYN_HUMAN,bosutinib,7.043019512000001,2
BMX,ENSP00000350224,BMX_HUMAN,staurosporine,7.042863617999999,2
FLT1,ENSP00000282397,VGFR1_HUMAN,dovitinib,7.04281157,2
